id,score,mae_cursor_position,down_time_min,down_time_max,down_time_median,down_time_mean,down_time_std,up_time_min,up_time_max,up_time_median,up_time_mean,up_time_std,action_time_min,action_time_max,action_time_median,action_time_mean,action_time_std,word_count_min,word_count_max,word_count_median,word_count_mean,word_count_std,activity_input,activity_movefrom,activity_nonproduction,activity_paste,activity_removecut,activity_replace,down_event_alphanumeric,down_event_control_keys,down_event_special_character,down_event_unknown,text_change_many_q,text_change_many_q_to_many_q,text_change_many_q_to_not_q,text_change_many_q_to_single_q,text_change_nochange,text_change_not_q,text_change_not_q_to_many_q,text_change_not_q_to_not_q,text_change_not_q_to_single_q,text_change_single_q,text_change_single_q_to_many_q,text_change_single_q_to_not_q,text_change_single_q_to_single_q,text_change_unknown
2bf2d921,3.5,182.6278820375335,10461,1833383,695205.0,808026.9983914209,470452.49868228607,10606,1833452,695294.0,808125.6772117963,470447.51090604503,0,502,97.0,98.67882037533512,36.40893906860381,0,281,142.0,139.71367292225202,82.21217545208634,0.9029490616621983,0.0,0.027882037533512063,0.006970509383378016,0.06219839142091153,0.0,0.7286863270777479,0.24932975871313673,0.02198391420911528,0.0,0.005898123324396783,0.0,0.0,0.0,0.027882037533512063,0.1967828418230563,0.0,0.0,0.0,0.7694369973190348,0.0,0.0,0.0,0
2c13728c,4.5,603.5365223012282,1019,1787509,419138.0,485036.8425985779,358719.2430411114,1239,1787726,419197.0,485110.861667744,358724.4601896354,0,1185,70.0,74.01906916612799,47.43261040550182,0,358,172.0,175.62087912087912,106.90234172557139,0.8267614738202973,0.0,0.026179702650290886,0.0,0.14705882352941177,0.0,0.6719457013574661,0.31577246283128635,0.012281835811247576,0.0,0.0003232062055591467,0.0,0.0,0.0,0.026179702650290886,0.18164188752424046,0.0,0.0,0.0,0.7918552036199095,0.0,0.0,0.0,0
2c30b48b,3.0,745.1019909186168,8795,1803514,771559.0,785901.2326231226,436907.83469313575,8996,1803648,771657.0,786062.0408662242,436895.5006661623,0,1118,154.0,160.80824310164164,100.14116822185655,0,218,106.0,109.35941320293398,66.58148951672909,0.7579462102689487,0.0,0.036325532658050996,0.00034928396786587494,0.20537897310513448,0.0,0.5661893119105833,0.4180929095354523,0.015717778553964373,0.0,0.001047851903597625,0.0,0.0,0.0,0.036325532658050996,0.22424030736989173,0.0,0.0,0.0,0.7383863080684596,0.0,0.0,0.0,0
2c31fe42,4.0,659.1677671802397,2531,1830999,743705.0,796296.5228662265,442538.84280917706,2640,1831056,743784.0,796362.504279775,442545.67856326525,0,1860,73.0,65.98141354854488,55.918873362213255,0,351,154.0,155.6595744680851,100.76838613251836,0.6632428466617755,0.0,0.20029347028613353,0.0,0.13646368305209097,0.0,0.5292247493274639,0.45487894350696995,0.015896307165566153,0.0,0.00024455857177794083,0.0,0.0,0.0,0.20029347028613353,0.16458791880655416,0.0,0.0,0.0,0.6348740523355344,0.0,0.0,0.0,0
2c342490,4.0,1465.7922395931437,1656,1804318,895612.0,860066.6643435676,467541.71910923,1750,1804401,895673.0,860152.8749293652,467543.25430051633,0,3487,76.0,86.21058579770201,105.44989967908094,0,371,189.0,191.50838199284235,116.23057476568702,0.7564513090977585,0.0,0.09926539838010925,0.0007534375588623093,0.14108118289696742,0.002448672066302505,0.6080241100018836,0.37841401393859486,0.013561876059521567,0.0,0.005274062912036165,0.0,0.00037671877943115466,0.0018835938971557733,0.09926539838010925,0.18157845168581654,0.0,0.0,0.0,0.7114334149557355,0.0,0.0,0.00018835938971557733,0
2c3a98ab,3.0,177.55973154362417,1952,1809466,415605.0,493029.50201342284,415382.2535591681,2099,1809518,415707.0,493115.5995525727,415377.27941250824,0,510,88.0,86.09753914988815,44.28187938364999,0,231,127.0,128.51767337807607,75.19493036321238,0.7982102908277405,0.0,0.07203579418344519,0.0,0.1297539149888143,0.0,0.6161073825503356,0.36823266219239376,0.015659955257270694,0.0,0.00044742729306487697,0.0,0.0,0.0,0.07203579418344519,0.19731543624161074,0.0,0.0,0.0,0.7302013422818792,0.0,0.0,0.0,0
2c403362,3.5,173.26968085106384,3657,1783260,1250785.0,1184732.589361702,385915.222623899,3744,1783315,1250844.0,1184835.0436170213,385908.70318603236,0,517,97.0,102.45425531914894,46.28052732123041,0,213,112.0,108.15691489361703,61.19304689979457,0.8319148936170213,0.0,0.06436170212765957,0.0,0.10372340425531915,0.0,0.675,0.3069148936170213,0.018085106382978722,0.0,0.0,0.0,0.0,0.0,0.06436170212765957,0.18138297872340425,0.0,0.0,0.0,0.7542553191489362,0.0,0.0,0.0,0
2c6da667,4.5,248.60723270440252,1854,1801730,395484.0,466836.41194968554,300266.5781310833,1923,1801801,395601.5,466983.98270440253,300262.8356952008,0,504,144.0,147.57075471698113,54.452957612039214,0,468,244.5,239.9880503144654,137.55871010128186,0.9113207547169812,0.0,0.021383647798742137,0.0,0.0669811320754717,0.00031446540880503143,0.730503144654088,0.2540880503144654,0.015408805031446541,0.0,0.0,0.0,0.0,0.00031446540880503143,0.021383647798742137,0.18930817610062894,0.0,0.0,0.0,0.7889937106918239,0.0,0.0,0.0,0
2c73e7d0,3.5,189.4707146695325,1331,1614894,539447.0,504296.5228371843,252793.81900774955,1453,1615083,539596.0,504421.02364320256,252789.67799593954,0,1350,124.0,124.50080601826974,53.46043280496399,0,256,129.0,128.684040838259,74.41995850350123,0.8683503492745835,0.0,0.04191295002686728,0.0,0.08973670069854917,0.0,0.6872649113379903,0.28855454056958624,0.02418054809242343,0.0,0.0005373455131649651,0.0,0.0,0.0,0.04191295002686728,0.19344438473938744,0.0,0.0,0.0,0.7641053197205804,0.0,0.0,0.0,0
2c75e15a,4.0,197.1241103202847,47616,1802500,657867.5,729936.5022241992,486121.83672110015,47783,1802563,657900.5,730007.5338078291,486122.50001514924,0,508,63.0,71.03158362989323,54.23164296016259,0,238,124.0,125.49377224199289,78.27429408647397,0.8064946619217082,0.0,0.09786476868327403,0.0,0.09564056939501779,0.0,0.5907473309608541,0.39501779359430605,0.014234875444839857,0.0,0.0,0.0,0.0,0.0,0.09786476868327403,0.23354092526690393,0.0,0.0,0.0,0.6685943060498221,0.0,0.0,0.0,0
2c7997a3,3.5,615.8904062820075,1257,1669881,468904.0,613530.2922499146,449782.71025443525,1438,1669942,468942.0,613619.1317855923,449781.36415411724,0,519,90.0,88.8395356777057,39.54047254628146,0,401,171.0,182.60498463639468,116.97486706265234,0.8282690337999317,0.0,0.061113007852509386,0.0,0.1106179583475589,0.0,0.6613178559235234,0.3294639808808467,0.009218163195629908,0.0,0.0,0.0,0.0,0.0,0.061113007852509386,0.18675315807442813,0.0,0.0,0.0,0.7521338340730624,0.0,0.0,0.0,0
2d299968,5.0,508.0120546002482,2442,1792664,432136.0,602452.9854635703,546218.0569547316,2562,1792743,432272.0,602526.7502215919,546221.0463302255,0,516,84.0,73.76475802162737,47.23954504373192,0,594,274.0,282.90249955681617,179.94497798468038,0.7131714235064704,0.0,0.2279737635171069,0.0,0.05885481297642262,0.0,0.5910299592270873,0.4002836376528984,0.008686403120014181,0.0,0.0,0.0,0.0,0.0,0.2279737635171069,0.1301187732671512,0.0,0.0,0.0,0.6419074632157419,0.0,0.0,0.0,0
2d394d34,2.0,171.0072501294666,274483,1738952,1034716.0,1020782.1885033661,371558.29327232845,274602,1739006,1034793.0,1020838.1227343346,371557.53792694607,0,520,40.0,55.93423096841015,48.112985801789605,0,205,89.0,97.3764888658726,58.02929085556034,0.7167270844122217,0.0,0.20818228896944588,0.0,0.07509062661833248,0.0,0.5898498187467633,0.4049715173485241,0.005178663904712584,0.0,0.0,0.0,0.0,0.0,0.20818228896944588,0.14137752459865355,0.0,0.0,0.0,0.6504401864319006,0.0,0.0,0.0,0
2d51209a,3.5,283.5882352941176,27020,1773255,280070.0,302706.4154126767,194251.0492372348,27181,1773331,280179.0,302813.30642954854,194250.76663172018,0,585,100.0,106.89101687186502,52.2749301098454,0,232,114.0,117.27222982216142,65.5338843610755,0.7948016415868673,0.0,0.09028727770177838,0.0,0.11491108071135431,0.0,0.6406748746010031,0.3447332421340629,0.01459188326493388,0.0,0.0,0.0,0.0,0.0,0.09028727770177838,0.1769265845873233,0.0,0.0,0.0,0.7327861377108983,0.0,0.0,0.0,0
2d58eb30,6.0,418.58121284185495,28007,1884189,1000297.5,985230.9524375743,546584.0759369108,28071,1884227,1000352.5,985308.22235434,546583.2447839242,0,490,77.0,77.26991676575506,35.20022623303932,0,1233,616.0,616.3065398335315,348.7702729064032,0.8840665873959572,0.0,0.06753864447086802,0.0,0.048156956004756245,0.00023781212841854935,0.7123662306777646,0.27170035671819265,0.015933412604042806,0.0,0.00011890606420927467,0.0,0.0,0.00011890606420927467,0.06753864447086802,0.1807372175980975,0.0,0.0,0.0,0.7513674197384067,0.0,0.0,0.00011890606420927467,0
2d82f063,3.5,402.21802197802197,79551,1783399,1041559.0,993801.9059340659,430667.2423510938,79684,1783504,1041662.0,993889.9797802197,430663.0833655659,0,500,82.0,88.07384615384615,45.548757999020914,0,271,117.0,126.25626373626373,82.04829861840476,0.8057142857142857,0.0,0.06901098901098901,0.0,0.12527472527472527,0.0,0.6443956043956044,0.3415384615384615,0.014065934065934066,0.0,0.0,0.0,0.0,0.0,0.06901098901098901,0.18461538461538463,0.0,0.0,0.0,0.7463736263736264,0.0,0.0,0.0,0
2d83c6c9,3.5,924.1178052716514,1841,1799503,963342.0,929050.2530930608,479462.3714933869,1843,1799670,963435.5,929174.1664873587,479462.89578442223,0,2395,120.0,123.91339429800968,75.37648687398175,0,322,136.0,150.0470683162991,101.60806440682046,0.7391070467993545,0.0,0.027703066164604627,0.0,0.23292092522861754,0.00026896180742334586,0.6035502958579881,0.3811188811188811,0.015330823023130715,0.0,0.0005379236148466917,0.0,0.0,0.00026896180742334586,0.027703066164604627,0.17482517482517482,0.0,0.0,0.0,0.7966648735879505,0.0,0.0,0.0,0
2d8a6af2,4.0,1886.8257010669436,1654,3890018,2066110.0,1918318.016240204,1053272.508906326,1765,3890121,2066138.0,1918382.3051647625,1053269.846398289,0,5676,47.0,64.28892455858748,97.71497541466228,0,366,205.0,185.1067887829289,103.64905750652602,0.36993673874044,0.0,0.46671702388820696,9.441979038806533e-05,0.16306297800018885,0.00018883958077613066,0.29543952412425645,0.6978566707581909,0.006703805117552639,0.0,0.0004720989519403267,0.0,0.0,0.0,0.46671702388820696,0.10716646209045416,9.441979038806533e-05,0.0,9.441979038806533e-05,0.4254555754886224,0.0,0.0,0.0,0
2d9342d0,1.5,682.5657534246575,1226,1762898,679612.0,749314.1691780821,566705.6731136604,1360,1762980,679719.0,749420.2339041096,566712.8307460675,0,1613,104.0,106.06472602739726,67.32105374813872,0,221,97.0,100.82568493150686,83.64273826715062,0.6839041095890411,0.0,0.07979452054794521,0.0,0.2363013698630137,0.0,0.5825342465753425,0.40445205479452057,0.013013698630136987,0.0,0.0,0.0,0.0,0.0,0.07979452054794521,0.11575342465753424,0.0,0.0,0.0,0.8044520547945205,0.0,0.0,0.0,0
2d9c35e8,3.5,469.72107623318385,1304,946329,437284.5,427991.0923766816,208917.4228166704,1338,946361,437369.0,428072.7937219731,208918.86321307495,0,442,80.0,81.70134529147983,37.40882198491212,0,230,91.0,105.25739910313901,72.77473818662179,0.7964125560538117,0.0,0.02062780269058296,0.0,0.18251121076233184,0.0004484304932735426,0.6461883408071749,0.33856502242152464,0.015246636771300448,0.0,0.0,0.0004484304932735426,0.0,0.0,0.02062780269058296,0.18699551569506725,0.0,0.0,0.0,0.7919282511210762,0.0,0.0,0.0,0
2da56fa6,3.5,337.1458733205374,6648,1751726,474818.0,487404.46103646833,271612.7659952538,6848,1751853,474912.0,487497.90403071017,271618.8341103962,0,2592,102.0,93.44299424184261,78.00651530708954,0,245,118.0,124.42802303262955,78.89261342168427,0.7197696737044146,0.0,0.16238003838771592,0.0,0.11746641074856046,0.00038387715930902113,0.5930902111324377,0.39500959692898274,0.011900191938579654,0.0,0.0007677543186180423,0.0,0.0,0.00038387715930902113,0.16238003838771592,0.14587332053742802,0.0,0.0,0.0,0.690595009596929,0.0,0.0,0.0,0
2da9a8cb,4.5,501.3202001250782,5623,1559268,597242.0,617468.1705232437,326039.15795744775,5787,1559440,597315.0,617549.9303731499,326040.28308857855,0,514,81.0,81.75984990619136,34.88768870241548,0,626,299.0,305.0189701897019,184.0389681567206,0.8822180529497603,0.0,0.017719407963310403,0.0,0.10006253908692933,0.0,0.7237856993954555,0.26412341046487386,0.012090890139670627,0.0,0.0,0.0,0.0,0.0,0.017719407963310403,0.17490097977902855,0.0,0.0,0.0,0.8073796122576611,0.0,0.0,0.0,0
2dabece2,3.5,1246.830574036825,413761,2513428,1592099.0,1555643.166486152,563129.7632797534,413829,2513475,1592174.0,1555691.4440662232,563125.0467367372,0,1307,47.0,48.27758007117438,44.91820004575085,0,670,313.0,327.6235494352468,186.2910969682172,0.7549125792975399,0.0,0.06653257001392542,0.0,0.17840012378152562,0.00015472690700912888,0.5998762184743927,0.38217546031254834,0.017948321213058952,0.0,0.00015472690700912888,0.0,0.0,0.00015472690700912888,0.06653257001392542,0.19201609159832894,0.0,0.0,0.0,0.7411418845737273,0.0,0.0,0.0,0
2db46aff,4.0,288.3935568132347,83804,1754406,758158.0,775978.7649107531,420373.5301066767,84019,1754567,758356.0,776106.4636482368,420371.4232394359,0,502,129.0,127.69873748367436,42.80209057352911,0,314,156.0,161.00087070091425,91.61260943942591,0.8820200261210275,0.0,0.022638223770134958,0.0,0.09534175010883761,0.0,0.7009142359599477,0.28428384849804095,0.014801915542011318,0.0,0.0,0.0,0.0,0.0,0.022638223770134958,0.19895515890291685,0.0,0.0,0.0,0.7784066173269482,0.0,0.0,0.0,0
2db77950,4.0,271.1460946985026,42373,1800261,547925.0,631022.0012140834,449637.4387904559,42487,1800346,548019.0,631164.5588830434,449656.98163475754,0,9528,120.0,142.55766895993526,345.59673413474917,0,368,190.0,185.71914204775393,108.57014576973728,0.9206798866855525,0.0,0.04937272359368677,0.0,0.029947389720760824,0.0,0.7494941319303926,0.23431808984216917,0.016187778227438283,0.0,0.0,0.0,0.0,0.0,0.04937272359368677,0.17523269931201943,0.0,0.0,0.0,0.7753945770942938,0.0,0.0,0.0,0
2dbeea4a,4.0,923.9876226062588,85640,1808125,953047.5,951752.783045306,458764.6995543804,85642,1808252,953158.0,951866.7101821579,458760.2813550903,0,1075,113.0,113.92713685193834,57.88927978893921,0,401,212.0,210.43017281644092,116.80628375123044,0.7209248014946287,0.0,0.0997197571228398,0.0,0.17935544138253154,0.0,0.5712283979448856,0.4114899579635684,0.017281644091546006,0.0,0.0,0.0,0.0,0.0,0.0997197571228398,0.1903316207379729,0.0,0.0,0.0,0.7099486221391873,0.0,0.0,0.0,0
2dc069c3,4.0,578.7252774974774,27952,1751011,700256.0,739258.7759838547,452716.32518530457,28052,1802529,700416.0,739415.662209889,452753.29843194963,0,51518,153.0,156.88622603430878,823.4031064259783,0,519,236.0,246.5388496468214,151.26983326828923,0.8135721493440968,0.0,0.09762865792129162,0.0,0.08879919273461151,0.0,0.6357214934409687,0.3453582240161453,0.018920282542885972,0.0,0.0,0.0,0.0,0.0,0.09762865792129162,0.1950050454086781,0.0,0.0,0.0,0.7073662966700303,0.0,0.0,0.0,0
2e01a66f,5.0,1768.0192239650903,37608,1806957,919266.0,921089.9662696073,505717.70046236314,37703,1807085,919266.0,921154.4664465149,505713.13870547665,0,516,65.0,64.50017690765421,30.936964101000356,0,1186,605.0,589.9629673310532,344.63188466094107,0.8715650430475292,0.0,0.04741125132680741,0.0,0.0810237056256634,0.0,0.7029130793725675,0.28045760113220897,0.016629319495223494,0.0,0.0,0.0,0.0,0.0,0.04741125132680741,0.18115343790541338,0.0,0.0,0.0,0.7714353107677793,0.0,0.0,0.0,0
2e0fcc07,2.5,259.09638009049775,98597,1779269,872857.0,957920.2936651583,501030.1177126462,98770,1779413,873014.0,958051.0126696832,501010.68575295474,0,503,150.0,130.71900452488688,68.3297483174053,0,215,123.0,120.72488687782806,71.23074019144887,0.823076923076923,0.0,0.08280542986425339,0.0,0.09411764705882353,0.0,0.5271493212669683,0.4633484162895928,0.009502262443438913,0.0,0.0,0.0,0.0,0.0,0.08280542986425339,0.3158371040723982,0.0,0.0,0.0,0.6013574660633484,0.0,0.0,0.0,0
2e2e145e,3.5,363.1698196216454,28919,1798080,291753.0,348113.8688957325,300541.5284732984,28922,1798130,291822.0,348200.6124065112,300532.74795643374,0,516,88.0,86.74351077870655,54.98736037055356,0,273,141.0,142.3369995600528,82.29818427420766,0.7624285085789705,0.0,0.14254289485261767,0.0,0.0950285965684118,0.0,0.5820501539815223,0.38759348878134625,0.030356357237131544,0.0,0.0,0.0,0.0,0.0,0.14254289485261767,0.20765508139023317,0.0,0.0,0.0,0.6498020237571491,0.0,0.0,0.0,0
2e303d69,5.5,1698.936655798789,29864,1866699,967358.0,951554.5146716349,532363.6886009078,29985,1866746,967408.0,951618.0579102624,532365.7908562905,0,4021,61.0,63.54323862754231,78.49110821979625,0,378,149.0,163.9992237230244,114.61211725536526,0.5895047352895513,0.0,0.16984940226672876,0.0,0.2394038192827201,0.0012420431609998447,0.472131656575066,0.5142058686539357,0.013662474770998292,0.0,0.0001552553951249806,0.0,0.0001552553951249806,0.001086787765874864,0.16984940226672876,0.16519174041297935,0.0,0.0,0.0,0.663561558764167,0.0,0.0,0.0,0
2e797c45,3.0,1558.718021978022,53657,1867219,986731.5,998040.9681318682,530680.477478034,53796,1867362,986858.0,998183.4043956044,530684.6425787145,0,16652,134.0,142.43626373626373,327.78418036550477,0,292,144.5,125.6734065934066,84.31772220018406,0.6991208791208792,0.0,0.04901098901098901,0.0,0.2518681318681319,0.0,0.5593406593406594,0.421978021978022,0.01868131868131868,0.0,0.0006593406593406593,0.0,0.0,0.0,0.04901098901098901,0.18813186813186814,0.0,0.0,0.0,0.7621978021978022,0.0,0.0,0.0,0
2e9ee7c1,4.0,481.6775,24567,1763400,741966.0,795514.5409615384,491471.0919866209,24684,1763548,742080.0,795619.6792307693,491467.6652822438,0,2455,110.0,105.13826923076923,75.62085601906,0,610,371.0,343.22865384615386,197.2644107918754,0.7571153846153846,0.0,0.17884615384615385,0.0,0.06365384615384616,0.0003846153846153846,0.6055769230769231,0.37846153846153846,0.01596153846153846,0.0,0.0001923076923076923,0.0,0.0001923076923076923,0.0001923076923076923,0.17884615384615385,0.1626923076923077,0.0,0.0,0.0,0.6578846153846154,0.0,0.0,0.0,0
2ecae626,3.0,56.72387543252595,16274,1874011,813087.0,876094.2906574395,518147.7590522953,16427,1874196,813199.0,876216.5543252595,518140.43184581894,0,515,125.0,122.2636678200692,58.47343871378039,0,212,114.0,111.86989619377162,62.553343111359844,0.8608996539792387,0.0,0.10242214532871972,0.0,0.03667820069204152,0.0,0.6878892733564014,0.29826989619377164,0.01384083044982699,0.0,0.0,0.0,0.0,0.0,0.10242214532871972,0.18339100346020762,0.0,0.0,0.0,0.7141868512110726,0.0,0.0,0.0,0
2ee0f648,4.5,532.0870740941049,41033,1747937,725407.5,799303.3031368307,467940.40418971697,41166,1748030,725474.5,799380.3090859924,467938.42521080514,0,2017,72.0,77.00594916170903,73.25298604560705,0,445,248.0,234.987290427258,123.20386091778978,0.8685776095186587,0.0,0.020281233098972416,0.0,0.11005949161709032,0.001081665765278529,0.7025419145484045,0.27690643591130343,0.02055164954029205,0.0,0.0005408328826392645,0.0,0.0,0.001081665765278529,0.020281233098972416,0.18848025959978368,0.0,0.0,0.0,0.7896160086533262,0.0,0.0,0.0,0
2ee11d9c,5.0,703.9980752780154,41781,1794551,826103.0,839100.760479042,448182.3400273814,41918,1794674,826209.0,839196.2609067579,448169.94544636685,0,9059,98.0,95.50042771599658,173.05084845082283,0,384,249.0,225.170872540633,117.82831022032678,0.688622754491018,0.0,0.20765611633875106,0.000213857998289136,0.10051325919589392,0.0029940119760479044,0.5607356715141146,0.4255774165953807,0.013686911890504704,0.0,0.00213857998289136,0.0,0.000213857998289136,0.0025662959794696323,0.20765611633875106,0.15119760479041916,0.0,0.0,0.0,0.6360136869118905,0.0,0.0,0.000213857998289136,0
2f2b1be2,4.0,379.648569023569,1608,2291718,1315768.0,1284644.276094276,584781.1712630673,1743,2291778,1315865.5,1284759.1203703703,584775.4552046785,0,1453,115.0,114.8442760942761,74.14605325665623,0,258,141.0,134.66372053872053,76.72047503478,0.8375420875420876,0.0,0.021464646464646464,0.0012626262626262627,0.13762626262626262,0.0021043771043771043,0.688973063973064,0.2996632996632997,0.011363636363636364,0.0,0.0021043771043771043,0.0,0.0,0.0021043771043771043,0.021464646464646464,0.18434343434343434,0.0,0.0,0.0,0.789983164983165,0.0,0.0,0.0,0
2f64d42c,4.5,825.6303236797274,93204,1859285,1221390.0,1136611.2470187393,484571.949997546,93301,1859330,1221554.5,1136706.4365417378,484573.04725117533,0,515,94.0,95.18952299829643,46.74763854105782,0,462,230.0,225.60136286201023,131.1195616875725,0.7795996592844975,0.0,0.05004258943781942,0.0,0.17014480408858604,0.00021294718909710392,0.633304940374787,0.35093696763202725,0.01575809199318569,0.0,0.00021294718909710392,0.0,0.0,0.00021294718909710392,0.05004258943781942,0.17717206132879046,0.0,0.0,0.0,0.7723594548551959,0.0,0.0,0.0,0
2f7356ae,3.5,115.01694915254237,1686,1782257,563408.5,695410.8613801453,498637.23627931584,1786,1782337,563472.0,695481.2863196126,498639.49586752016,0,288,66.0,70.42493946731234,25.472823637964105,0,264,142.0,139.00302663438256,77.70150133706821,0.9134382566585957,0.0,0.0423728813559322,0.0,0.04418886198547216,0.0,0.7324455205811138,0.2524213075060533,0.01513317191283293,0.0,0.0,0.0,0.0,0.0,0.0423728813559322,0.18704600484261502,0.0,0.0,0.0,0.7705811138014528,0.0,0.0,0.0,0
2f74828d,3.5,386.2189723320158,50123,1767234,429915.0,579184.8579710145,450314.16193763155,50217,1767333,430083.0,579263.4089591568,450317.33488154894,0,1099,95.0,78.5509881422925,55.737568694681435,0,352,186.0,189.5931488801054,107.94354356921522,0.6553359683794466,0.0,0.3040843214756258,0.0,0.04031620553359684,0.00026350461133069827,0.518840579710145,0.4671936758893281,0.01396574440052701,0.0,0.00026350461133069827,0.0,0.0,0.00026350461133069827,0.3040843214756258,0.14440052700922265,0.0,0.0,0.0,0.5509881422924902,0.0,0.0,0.0,0
2f83bfb7,3.5,965.1117046347211,37129,1727451,1194594.0,1017868.2452474469,508296.2801767775,37266,1727599,1194628.0,1017933.7007069914,508282.28418970323,0,2975,46.0,65.45545954438334,69.16085039939014,0,369,280.0,239.2204241948154,105.52586117453441,0.3940298507462687,0.0,0.5390416339355852,0.0,0.06692851531814611,0.0,0.3140612725844462,0.6780832678711705,0.007855459544383346,0.0,0.00015710919088766692,0.0,0.0,0.0,0.5390416339355852,0.09347996857816182,0.0,0.0,0.0,0.36732128829536526,0.0,0.0,0.0,0
2f935a5c,2.5,608.3620193565263,1553,1820576,648197.0,799313.1409887522,546214.8757079642,1555,1820688,648273.0,799435.5822652368,546227.5131309668,0,85157,91.0,122.4412764844363,1376.386399152313,0,560,281.0,282.51059377452265,161.07103044950682,0.8922312320167408,0.0,0.06827099136803558,0.0015694480774261052,0.03792832853779754,0.0,0.7271776092074287,0.2626209782893016,0.009939837823698667,0.0002615746795710175,0.0,0.0,0.0,0.0,0.06827099136803558,0.17682448339000784,0.0,0.0,0.0,0.7549045252419566,0.0,0.0,0.0,0
2fa3af34,5.0,658.4959850401495,24660,1830264,967780.0,900428.2064679353,509596.63907532307,24772,1830367,967952.0,900506.1237487625,509593.609122316,0,5620,93.0,77.91728082719173,96.83884392969269,0,784,442.0,409.74348256517436,214.91182877534328,0.5747442525574744,0.0,0.34814651853481465,0.0,0.07666923330766692,0.00043999560004399956,0.4568254317456825,0.5272247277527224,0.015949840501594984,0.0,0.00032999670003299966,0.0,0.0,0.00032999670003299966,0.34814651853481465,0.13276867231327688,0.0,0.0,0.0,0.5183148168518315,0.0,0.00010999890001099989,0.0,0
2faeac7d,4.5,899.5270629991127,2131,1841484,867170.0,848464.0228482698,500130.67269907077,2334,1841542,867273.5,848542.6224489796,500123.8715911225,0,3007,74.0,78.59960070984916,66.73450850929862,0,525,260.0,262.11157941437443,147.14115614058198,0.8123336291038155,0.0,0.03039041703637977,0.0,0.15683229813664595,0.00044365572315882877,0.6417480035492458,0.3347382431233363,0.023513753327417924,0.0,0.00022182786157941438,0.0,0.00022182786157941438,0.0,0.03039041703637977,0.2020851818988465,0.0,0.00022182786157941438,0.0,0.7668589174800355,0.0,0.0,0.0,0
2fc93786,3.5,316.62166666666667,25974,1714749,449924.0,572243.3116666666,406496.0437663034,26077,1714910,450068.5,572348.3020833334,406498.67471443996,0,1272,100.0,104.99041666666666,58.40719197887855,0,278,155.0,146.96375,81.68545453887234,0.8170833333333334,0.0,0.059583333333333335,0.0,0.12333333333333334,0.0,0.6570833333333334,0.3279166666666667,0.015,0.0,0.0004166666666666667,0.0,0.0,0.0,0.059583333333333335,0.18,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0
2fc9620b,4.0,339.25,988,1747712,459470.5,658431.7492917847,527886.2769762597,1117,1747786,459618.5,658561.1090651558,527876.2675559414,0,519,129.0,129.3597733711048,67.71939056950778,0,287,218.0,191.90368271954674,93.95311611396289,0.7730169971671388,0.0,0.009206798866855524,0.0,0.21777620396600567,0.0,0.6529745042492918,0.3385269121813031,0.0084985835694051,0.0,0.0,0.0,0.0,0.0,0.009206798866855524,0.13101983002832862,0.0,0.0,0.0,0.8597733711048159,0.0,0.0,0.0,0
3006e294,2.5,44.06548100242522,2269,1745536,846374.0,727394.83912692,362346.07083325565,2654,1745605,846515.0,727574.6014551334,362342.34185835894,0,4281,141.0,179.76232821341955,327.8267116199243,0,201,97.0,98.1552142279709,59.17877991824301,0.9256265157639451,0.0,0.0444624090541633,0.0,0.029911075181891674,0.0,0.7291835084882781,0.25545675020210185,0.015359741309620048,0.0,0.0,0.0,0.0,0.0,0.0444624090541633,0.20129345189975748,0.0,0.0,0.0,0.7542441390460792,0.0,0.0,0.0,0
30235dd1,4.5,1250.415036231884,750,1787744,1006864.5,943016.5989130435,488426.72684496647,857,1787871,1006957.0,943100.1838768116,488431.89255078736,0,1752,83.0,83.58496376811594,84.5176010492249,0,512,276.0,261.62518115942026,144.5743660798191,0.7771739130434783,0.0,0.028079710144927536,0.00018115942028985507,0.19184782608695652,0.002717391304347826,0.6280797101449276,0.3516304347826087,0.020289855072463767,0.0,0.0014492753623188406,0.00036231884057971015,0.00036231884057971015,0.0019927536231884057,0.028079710144927536,0.18967391304347825,0.0,0.0,0.0,0.7780797101449275,0.0,0.0,0.0,0
307e833d,6.0,545.5957972805933,64616,1854622,827530.5,876905.7803873094,442738.8284387561,64699,1854690,827643.5,877008.0409971158,442738.36039694,0,3051,98.0,102.26060980634529,63.580136992836124,0,619,324.0,318.79995879686857,183.09064973672488,0.8910177173465184,0.0,0.04305727235269881,0.0,0.06468891635764318,0.0012360939431396785,0.7224969097651421,0.25628347754429337,0.021219612690564483,0.0,0.0006180469715698393,0.0,0.0,0.0012360939431396785,0.04305727235269881,0.1796456530696333,0.0,0.0,0.0,0.7754429336629584,0.0,0.0,0.0,0
